,date,category,sales,quantity,profit,region
1589,2024-05-08,Grocery,574.07,18,67.52,North
1590,2024-05-09,Grocery,677.19,16,101.52,South
1591,2024-05-10,Electronics,687.06,2,131.63,East
1592,2024-05-11,Electronics,764.87,4,109.63,West
1593,2024-05-12,Grocery,797.64,19,199.75,East
1594,2024-05-13,Electronics,571.17,1,147.02,North
1595,2024-05-14,Furniture,375.47,3,76.22,East
1596,2024-05-15,Grocery,147.1,1,31.29,East
1597,2024-05-16,Grocery,564.4,2,124.97,West
1598,2024-05-17,Grocery,772.41,8,106.62,North
1599,2024-05-18,Furniture,883.26,10,124.22,West
1600,2024-05-19,Furniture,291.13,13,28.11,North
1601,2024-05-20,Grocery,207.78,5,34.56,South
1602,2024-05-21,Furniture,525.55,12,99.9,North
1603,2024-05-22,Grocery,722.41,7,49.96,East
1604,2024-05-23,Electronics,988.89,11,237.45,South
1605,2024-05-24,Grocery,438.44,7,48.69,West
1606,2024-05-25,Furniture,364.09,18,47.93,East
1607,2024-05-26,Grocery,848.08,12,64.34,West
1608,2024-05-27,Furniture,408.7,9,25.77,South
1609,2024-05-28,Furniture,445.55,16,90.12,North
1610,2024-05-29,Clothing,983.04,17,185.2,South
1611,2024-05-30,Electronics,755.41,6,207.47,North
1612,2024-05-31,Clothing,250.6,11,42.12,North
1613,2024-06-01,Grocery,714.91,13,59.92,West
1614,2024-06-02,Grocery,539.97,11,31.46,North
1615,2024-06-03,Furniture,136.75,11,36.91,North
1616,2024-06-04,Clothing,786.37,10,81.07,East
1617,2024-06-05,Grocery,829.77,7,100.08,East
1618,2024-06-06,Furniture,615.33,14,129.91,West
1619,2024-06-07,Electronics,118.78,8,22.02,South
1620,2024-06-08,Grocery,215.9,3,40.63,West
1621,2024-06-09,Grocery,989.04,10,204.06,South
1622,2024-06-10,Clothing,503.57,2,138.44,South
1623,2024-06-11,Clothing,838.12,5,206.16,East
1624,2024-06-12,Clothing,127.32,3,27.62,South
1625,2024-06-13,Clothing,235.84,11,46.33,East
1626,2024-06-14,Grocery,695.51,9,108.77,West
1627,2024-06-15,Furniture,949.98,6,100.83,North
1628,2024-06-16,Furniture,486.51,4,121.29,West
1629,2024-06-17,Clothing,747.71,18,209.25,North
1630,2024-06-18,Furniture,818.66,15,139.71,East
1631,2024-06-19,Furniture,287.99,12,85.85,East
1632,2024-06-20,Furniture,392.68,14,113.47,North
1633,2024-06-21,Furniture,224.56,2,32.23,North
1634,2024-06-22,Electronics,394.79,19,36.59,East
1635,2024-06-23,Electronics,753.96,12,91.24,North
1636,2024-06-24,Clothing,671.65,16,150.68,North
1637,2024-06-25,Grocery,290.34,15,48.06,West
1638,2024-06-26,Clothing,312.69,17,19.42,North
1639,2024-06-27,Clothing,538.54,11,104.21,North
1640,2024-06-28,Clothing,772.07,11,129.59,East
1641,2024-06-29,Electronics,939.9,13,234.55,East
1642,2024-06-30,Furniture,710.33,7,147.48,North
1643,2024-07-01,Furniture,294.45,4,59.81,East
1644,2024-07-02,Grocery,714.23,9,86.7,East
1645,2024-07-03,Clothing,985.75,17,255.23,East
1646,2024-07-04,Clothing,707.77,12,100.07,East
1647,2024-07-05,Grocery,615.44,3,52.0,North
1648,2024-07-06,Furniture,625.28,1,39.39,South
1649,2024-07-07,Electronics,987.62,7,288.34,South
1650,2024-07-08,Grocery,653.3,8,61.08,East
1651,2024-07-09,Grocery,597.47,14,51.8,West
1652,2024-07-10,Electronics,801.34,4,58.1,East
1653,2024-07-11,Grocery,618.94,8,37.22,North
1654,2024-07-12,Electronics,494.16,2,50.4,North
1655,2024-07-13,Grocery,844.25,10,181.83,North
1656,2024-07-14,Grocery,433.39,11,124.19,West
1657,2024-07-15,Furniture,631.29,5,67.0,North
1658,2024-07-16,Clothing,216.29,8,60.6,North
1659,2024-07-17,Clothing,752.15,18,118.28,East
1660,2024-07-18,Grocery,755.69,6,186.38,North
1661,2024-07-19,Electronics,636.24,6,163.87,East
1662,2024-07-20,Grocery,832.09,3,171.3,East
1663,2024-07-21,Clothing,417.93,17,119.37,South
1664,2024-07-22,Furniture,747.25,9,178.65,North
1665,2024-07-23,Furniture,757.13,10,193.44,West
1666,2024-07-24,Electronics,648.41,10,73.51,West
1667,2024-07-25,Furniture,963.63,10,246.12,North
1668,2024-07-26,Grocery,722.55,17,137.88,West
1669,2024-07-27,Furniture,510.28,18,68.52,North
1670,2024-07-28,Clothing,690.07,17,181.15,North
1671,2024-07-29,Furniture,139.31,7,10.84,South
1672,2024-07-30,Furniture,279.69,14,65.92,East
1673,2024-07-31,Clothing,990.01,9,175.72,West
1674,2024-08-01,Furniture,831.8,14,102.51,West
1675,2024-08-02,Electronics,981.38,1,267.59,East
1676,2024-08-03,Grocery,451.61,5,129.46,North
1677,2024-08-04,Electronics,364.27,8,86.55,South
1678,2024-08-05,Grocery,820.56,16,208.18,North
1679,2024-08-06,Grocery,610.09,7,127.75,East
1680,2024-08-07,Clothing,644.62,13,83.92,West
1681,2024-08-08,Clothing,759.57,2,189.29,North
1682,2024-08-09,Furniture,164.61,18,21.52,West
1683,2024-08-10,Furniture,169.09,5,44.72,West
1684,2024-08-11,Electronics,412.19,14,22.58,South
1685,2024-08-12,Clothing,609.32,15,79.59,South
1686,2024-08-13,Electronics,888.22,11,142.22,South
1687,2024-08-14,Clothing,720.56,18,73.83,North
1688,2024-08-15,Electronics,715.48,13,206.46,East
1689,2024-08-16,Grocery,421.11,1,115.32,South
1690,2024-08-17,Furniture,982.83,15,225.79,East
1691,2024-08-18,Furniture,359.09,12,89.6,South
1692,2024-08-19,Electronics,501.83,16,89.86,South
1693,2024-08-20,Clothing,142.49,3,26.31,North
1694,2024-08-21,Grocery,905.79,18,230.23,North
1695,2024-08-22,Electronics,289.11,2,45.92,North
1696,2024-08-23,Clothing,994.04,10,185.23,North
1697,2024-08-24,Clothing,724.43,2,191.05,North
1698,2024-08-25,Furniture,995.65,15,196.24,East
1699,2024-08-26,Grocery,465.09,5,41.89,West
1700,2024-08-27,Grocery,171.9,19,50.56,West
1701,2024-08-28,Electronics,801.91,3,45.55,North
1702,2024-08-29,Grocery,486.06,15,103.81,East
1703,2024-08-30,Clothing,526.21,17,128.98,West
1704,2024-08-31,Clothing,156.78,2,39.08,East
1705,2024-09-01,Clothing,236.05,13,13.7,East
1706,2024-09-02,Clothing,627.21,7,74.63,East
1707,2024-09-03,Electronics,833.98,4,107.23,East
1708,2024-09-04,Furniture,293.14,17,75.71,North
1709,2024-09-05,Clothing,173.82,2,49.72,North
1710,2024-09-06,Furniture,218.15,14,12.84,North
1711,2024-09-07,Furniture,211.73,6,56.48,West
1712,2024-09-08,Grocery,644.24,4,105.27,East
1713,2024-09-09,Electronics,869.46,10,121.8,North
1714,2024-09-10,Grocery,628.19,3,156.3,North
1715,2024-09-11,Furniture,828.08,17,66.56,South
1716,2024-09-12,Clothing,789.26,16,197.68,North
1717,2024-09-13,Grocery,972.15,1,145.19,East
1718,2024-09-14,Clothing,985.11,18,275.29,North
1719,2024-09-15,Electronics,555.17,2,132.98,South
1720,2024-09-16,Clothing,904.93,2,238.91,South
1721,2024-09-17,Grocery,281.51,15,20.16,East
1722,2024-09-18,Furniture,400.79,12,94.36,West
1723,2024-09-19,Electronics,190.0,19,23.86,North
1724,2024-09-20,Clothing,928.34,11,205.24,East
1725,2024-09-21,Electronics,811.03,11,223.56,East
1726,2024-09-22,Furniture,161.81,14,31.88,East
1727,2024-09-23,Grocery,483.07,11,49.49,West
1728,2024-09-24,Furniture,767.09,18,98.64,West
1729,2024-09-25,Clothing,713.36,19,207.42,South
1730,2024-09-26,Grocery,894.89,12,76.66,West
1731,2024-09-27,Furniture,883.86,1,158.34,South
1732,2024-09-28,Furniture,646.75,2,140.08,South
1733,2024-09-29,Clothing,123.87,10,24.79,South
1734,2024-09-30,Furniture,356.41,7,68.28,North
1735,2024-10-01,Grocery,774.89,4,187.65,North
1736,2024-10-02,Furniture,383.04,9,92.65,East
1737,2024-10-03,Clothing,499.2,8,26.63,South
1738,2024-10-04,Grocery,710.6,17,136.91,North
1739,2024-10-05,Grocery,830.76,9,143.09,West
1740,2024-10-06,Electronics,502.2,4,81.78,North
1741,2024-10-07,Grocery,589.2,13,142.67,North
1742,2024-10-08,Furniture,358.07,8,89.6,North
1743,2024-10-09,Electronics,568.79,14,159.96,West
1744,2024-10-10,Electronics,566.05,5,107.14,West
1745,2024-10-11,Clothing,862.7,4,158.08,West
1746,2024-10-12,Clothing,995.91,3,213.19,West
1747,2024-10-13,Grocery,790.62,16,65.08,North
1748,2024-10-14,Grocery,767.7,10,144.1,West
1749,2024-10-15,Electronics,487.51,11,93.69,North
1750,2024-10-16,Furniture,466.02,19,70.89,West
1751,2024-10-17,Electronics,536.24,12,123.86,East
1752,2024-10-18,Grocery,431.83,4,122.33,West
1753,2024-10-19,Furniture,932.1,14,65.29,North
1754,2024-10-20,Furniture,785.74,8,224.33,South
1755,2024-10-21,Clothing,697.49,6,182.89,West
1756,2024-10-22,Electronics,821.4,1,244.8,North
1757,2024-10-23,Clothing,517.15,4,37.8,East
1758,2024-10-24,Electronics,765.17,4,123.65,South
1759,2024-10-25,Clothing,996.89,15,67.31,South
1760,2024-10-26,Furniture,250.06,7,43.38,South
1761,2024-10-27,Electronics,390.47,11,102.76,North
1762,2024-10-28,Furniture,748.94,9,104.13,North
1763,2024-10-29,Grocery,741.58,6,54.86,South
1764,2024-10-30,Clothing,593.09,9,35.75,North
1765,2024-10-31,Furniture,122.86,7,17.94,East
1766,2024-11-01,Furniture,273.18,17,14.46,North
1767,2024-11-02,Furniture,627.01,11,127.22,North
1768,2024-11-03,Clothing,200.48,6,10.25,South
1769,2024-11-04,Clothing,847.44,10,100.8,East
1770,2024-11-05,Clothing,248.33,5,30.08,East
1771,2024-11-06,Electronics,106.22,9,7.8,East
1772,2024-11-07,Grocery,803.87,15,144.29,North
1773,2024-11-08,Electronics,504.19,6,56.61,North
1774,2024-11-09,Electronics,744.65,17,97.25,West
1775,2024-11-10,Furniture,982.12,12,190.92,East
1776,2024-11-11,Electronics,267.56,5,44.72,East
1777,2024-11-12,Grocery,640.03,4,157.41,East
1778,2024-11-13,Furniture,282.82,7,46.94,South
1779,2024-11-14,Grocery,121.99,19,6.17,North
1780,2024-11-15,Electronics,607.35,4,139.11,South
1781,2024-11-16,Clothing,868.43,5,92.9,East
1782,2024-11-17,Clothing,693.37,7,92.15,West
1783,2024-11-18,Furniture,287.68,8,31.29,North
1784,2024-11-19,Furniture,432.45,11,32.47,South
1785,2024-11-20,Clothing,392.89,17,105.31,East
1786,2024-11-21,Electronics,799.47,10,95.06,West
1787,2024-11-22,Furniture,856.89,15,248.63,East
1788,2024-11-23,Grocery,996.6,6,206.45,South
1789,2024-11-24,Clothing,505.07,1,144.31,East
1790,2024-11-25,Electronics,606.9,10,106.73,East
1791,2024-11-26,Grocery,104.03,4,29.09,South
1792,2024-11-27,Furniture,320.83,6,55.84,West
1793,2024-11-28,Furniture,214.96,17,59.31,West
1794,2024-11-29,Furniture,104.15,12,7.56,West
1795,2024-11-30,Grocery,681.67,10,35.35,West
1796,2024-12-01,Furniture,288.62,14,43.53,East
1797,2024-12-02,Clothing,461.97,5,82.53,South
1798,2024-12-03,Furniture,362.44,17,77.01,North
1799,2024-12-04,Furniture,597.41,9,32.9,South
1800,2024-12-05,Furniture,252.07,15,32.4,East
1801,2024-12-06,Furniture,741.06,11,130.34,South
1802,2024-12-07,Grocery,951.44,11,241.19,East
1803,2024-12-08,Clothing,542.82,11,103.14,South
1804,2024-12-09,Electronics,239.95,10,62.84,South
1805,2024-12-10,Electronics,287.84,18,66.86,North
1806,2024-12-11,Furniture,997.44,18,288.7,North
1807,2024-12-12,Furniture,210.1,17,53.3,South
1808,2024-12-13,Grocery,375.61,4,23.8,North
1809,2024-12-14,Grocery,892.93,3,223.34,South
1810,2024-12-15,Electronics,265.56,10,31.4,North
1811,2024-12-16,Grocery,645.18,14,63.19,East
1812,2024-12-17,Clothing,238.72,7,54.26,East
1813,2024-12-18,Clothing,712.42,10,161.45,North
1814,2024-12-19,Grocery,214.28,5,46.02,West
1815,2024-12-20,Furniture,841.6,14,161.39,East
1816,2024-12-21,Furniture,748.99,7,55.36,West
1817,2024-12-22,Clothing,697.79,9,136.07,North
1818,2024-12-23,Clothing,300.48,1,54.69,South
1819,2024-12-24,Electronics,750.77,16,159.26,South
1820,2024-12-25,Electronics,261.43,11,28.58,East
1821,2024-12-26,Furniture,178.98,2,22.05,South
1822,2024-12-27,Furniture,750.38,8,142.33,West
1823,2024-12-28,Furniture,768.11,13,204.41,South
1824,2024-12-29,Grocery,322.88,6,90.04,East
