date,category,sales,quantity,profit,region
2021-09-11,Home Decor,621.33,14.0,265.35,East
2021-09-12,Home Decor,738.8,,181.43,Central
2021-09-13,Electronics,166.4,2.0,-3.62,West
2021-09-14,Furniture,752.16,2.0,75.59,
2021-09-15,,264.28,12.0,-52.89,North
2021-09-16,Electronics,356.48,7.0,184.23,East
2021-09-17,Furniture,770.69,2.0,311.07,South
2021-09-18,Clothing,594.18,9.0,79.08,North
2021-09-19,Home Decor,262.9,10.0,63.85,
2021-09-20,Groceries,,1.0,269.26,West
2021-09-21,Furniture,67.85,4.0,-72.31,Central
2021-09-22,Home Decor,112.57,12.0,344.7,East
2021-09-23,Groceries,762.77,1.0,362.8,East
2021-09-24,Clothing,658.43,7.0,275.05,South
2021-09-25,Furniture,322.3,5.0,90.17,East
2021-09-26,Electronics,455.5,4.0,-35.03,North
2021-09-27,Furniture,717.1,5.0,-17.17,North
2021-09-28,Clothing,318.74,10.0,348.03,East
2021-09-29,Clothing,255.46,4.0,-11.69,South
2021-09-30,,292.88,7.0,237.76,North
2021-10-01,Home Decor,34.83,3.0,189.72,South
2021-10-02,Electronics,639.38,6.0,,South
2021-10-03,Electronics,616.25,14.0,-92.43,South
2021-10-04,Furniture,386.14,7.0,-45.97,North
2021-10-05,Electronics,640.9,,372.83,West
2021-10-06,Home Decor,913.4,10.0,321.44,
2021-10-07,Electronics,64.21,4.0,-80.61,South
2021-10-08,Furniture,846.01,12.0,-0.57,North
2021-10-09,Furniture,393.32,3.0,250.37,North
2021-10-10,Furniture,97.77,11.0,-77.86,Central
2021-10-11,Home Decor,292.17,6.0,221.17,East
2021-10-12,Electronics,938.27,5.0,158.91,Central
2021-10-13,Clothing,709.52,11.0,-72.94,Central
2021-10-14,Electronics,533.76,4.0,63.4,West
2021-10-15,Furniture,,11.0,70.63,West
2021-10-16,Clothing,,12.0,-76.79,Central
2021-10-17,Groceries,12.65,7.0,196.43,West
2021-10-18,Electronics,431.55,9.0,213.62,South
2021-10-19,Home Decor,689.08,13.0,114.17,East
2021-10-20,Electronics,557.8,10.0,-94.06,South
2021-10-21,Furniture,449.3,8.0,155.51,
2021-10-22,Electronics,16.1,6.0,267.74,
2021-10-23,Clothing,717.92,7.0,-51.05,East
2021-10-24,Electronics,567.1,10.0,-58.95,West
2021-10-25,Clothing,696.85,6.0,300.88,Central
2021-10-26,Clothing,635.58,10.0,66.95,West
2021-10-27,Clothing,974.32,10.0,75.58,East
2021-10-28,Clothing,967.99,1.0,130.27,East
2021-10-29,Electronics,879.63,14.0,266.21,Central
2021-10-30,Electronics,291.86,14.0,78.26,North
2021-10-31,Clothing,860.25,1.0,104.43,Central
2021-11-01,Home Decor,16.54,2.0,17.33,South
2021-11-02,Home Decor,142.92,13.0,87.09,West
2021-11-03,Home Decor,465.71,12.0,253.38,Central
2021-11-04,Furniture,555.34,3.0,349.33,
2021-11-05,Electronics,373.87,6.0,254.6,North
2021-11-06,Home Decor,562.65,13.0,149.3,East
2021-11-07,Groceries,840.7,10.0,314.6,West
2021-11-08,Clothing,712.42,11.0,318.67,West
2021-11-09,Electronics,,10.0,86.97,South
2021-11-10,Home Decor,35.09,6.0,363.33,South
2021-11-11,Furniture,279.38,7.0,,Central
2021-11-12,Groceries,102.57,5.0,226.28,Central
2021-11-13,Furniture,720.05,11.0,276.08,East
2021-11-14,Groceries,303.53,,281.07,South
2021-11-15,Home Decor,425.86,5.0,115.24,North
2021-11-16,Groceries,958.78,5.0,,South
2021-11-17,,778.6,3.0,-95.23,Central
2021-11-18,Groceries,863.21,5.0,18.04,West
2021-11-19,Electronics,39.65,11.0,-5.49,West
2021-11-20,Groceries,125.27,10.0,-82.23,West
2021-11-21,Electronics,88.92,8.0,43.53,Central
2021-11-22,Home Decor,395.15,4.0,-55.33,West
2021-11-23,Furniture,155.46,7.0,220.83,Central
2021-11-24,Electronics,68.87,8.0,-98.09,Central
2021-11-25,Electronics,311.15,5.0,-54.09,West
2021-11-26,Home Decor,939.77,14.0,265.52,East
2021-11-27,Home Decor,787.99,8.0,-69.04,North
2021-11-28,Electronics,285.3,5.0,,Central
2021-11-29,Electronics,12.14,6.0,317.41,East
2021-11-30,Furniture,126.7,11.0,80.63,South
2021-12-01,,529.51,9.0,43.92,East
2021-12-02,,888.35,11.0,165.31,East
2021-12-03,Home Decor,49.13,4.0,224.99,West
2021-12-04,Furniture,904.63,1.0,-5.65,East
2021-12-05,Electronics,944.89,1.0,259.24,South
2021-12-06,Clothing,109.08,8.0,,North
2021-12-07,Clothing,404.81,4.0,287.35,East
2021-12-08,Clothing,,8.0,26.24,
2021-12-09,Clothing,337.95,4.0,151.09,North
2021-12-10,Groceries,979.87,3.0,56.59,South
2021-12-11,Clothing,595.51,8.0,-63.72,Central
2021-12-12,Home Decor,425.38,13.0,333.88,South
2021-12-13,Clothing,167.78,1.0,-98.19,North
2021-12-14,Electronics,965.17,3.0,6.72,North
2021-12-15,Electronics,129.89,6.0,-53.49,South
2021-12-16,Groceries,,7.0,123.57,West
2021-12-17,Clothing,23.27,3.0,382.93,West
2021-12-18,Clothing,642.44,6.0,179.89,South
2021-12-19,Electronics,427.69,4.0,214.88,North
2021-12-20,Groceries,151.68,2.0,-6.41,Central
2021-12-21,Clothing,601.09,,272.95,South
2021-12-22,Furniture,312.49,13.0,358.81,Central
2021-12-23,Groceries,948.69,14.0,16.29,East
2021-12-24,Furniture,125.63,1.0,226.6,Central
2021-12-25,Groceries,739.16,8.0,181.84,South
2021-12-26,Electronics,521.03,11.0,96.15,Central
2021-12-27,Home Decor,41.78,10.0,338.52,North
2021-12-28,Home Decor,408.47,3.0,3.82,East
2021-12-29,Home Decor,919.29,11.0,244.52,North
2021-12-30,Clothing,652.04,11.0,24.34,West
2021-12-31,Furniture,35.93,14.0,265.6,East
2022-01-01,Groceries,111.57,14.0,116.93,North
2022-01-02,Groceries,66.45,5.0,14.04,Central
2022-01-03,Electronics,932.01,2.0,26.55,West
2022-01-04,Home Decor,135.14,,-3.68,East
2022-01-05,Groceries,327.92,5.0,371.97,Central
2022-01-06,Clothing,355.55,8.0,87.34,West
2022-01-07,Clothing,195.21,5.0,128.33,Central
2022-01-08,Furniture,137.76,14.0,365.16,West
2022-01-09,Furniture,404.64,13.0,9.51,East
2022-01-10,Clothing,623.82,9.0,,North
2022-01-11,Groceries,799.97,2.0,397.73,West
2022-01-12,Furniture,520.55,1.0,186.1,West
2022-01-13,Home Decor,250.35,7.0,79.1,East
2022-01-14,Groceries,916.58,9.0,-4.08,Central
2022-01-15,Electronics,32.74,3.0,169.23,South
2022-01-16,Electronics,110.2,4.0,90.89,South
2022-01-17,Furniture,19.53,3.0,-76.75,Central
2022-01-18,Electronics,47.5,10.0,230.77,North
2022-01-19,Groceries,203.71,14.0,250.3,Central
2022-01-20,Electronics,254.49,3.0,289.91,Central
2022-01-21,Home Decor,413.27,1.0,261.85,South
2022-01-22,Clothing,103.08,12.0,265.92,South
2022-01-23,Furniture,60.11,4.0,-99.63,North
2022-01-24,Clothing,975.35,13.0,241.76,East
2022-01-25,Clothing,,1.0,-74.29,North
2022-01-26,Furniture,728.99,12.0,12.96,West
2022-01-27,Electronics,493.01,2.0,291.42,West
2022-01-28,Groceries,64.48,14.0,23.03,North
2022-01-29,Furniture,,14.0,-44.86,North
2022-01-30,Electronics,139.61,5.0,,North
2022-01-31,Electronics,870.7,5.0,-40.64,South
2022-02-01,Home Decor,715.74,12.0,58.13,North
2022-02-02,Clothing,406.9,11.0,393.1,Central
2022-02-03,Home Decor,886.97,,238.08,East
2022-02-04,Home Decor,218.61,14.0,265.19,Central
2022-02-05,Electronics,302.0,9.0,283.79,North
2022-02-06,Furniture,517.31,8.0,45.2,North
2022-02-07,Furniture,,7.0,,North
2022-02-08,Clothing,,2.0,93.49,North
2022-02-09,Home Decor,758.28,9.0,339.51,South
2022-02-10,Home Decor,764.91,12.0,-54.26,West
2022-02-11,Clothing,960.19,2.0,-82.8,
2022-02-12,Home Decor,181.72,12.0,156.14,West
2022-02-13,Home Decor,456.51,12.0,392.12,
2022-02-14,Furniture,888.58,3.0,-13.32,Central
2022-02-15,Furniture,320.51,10.0,189.18,West
2022-02-16,Clothing,431.74,5.0,,Central
2022-02-17,Groceries,29.49,7.0,-90.6,Central
2022-02-18,Home Decor,631.84,9.0,219.6,South
2022-02-19,Home Decor,345.19,,280.88,South
2022-02-20,Groceries,792.89,,226.51,Central
2022-02-21,Home Decor,902.69,10.0,221.57,
2022-02-22,Clothing,,12.0,366.52,North
2022-02-23,Home Decor,359.69,7.0,203.63,
2022-02-24,Home Decor,760.05,10.0,,East
2022-02-25,Groceries,42.67,11.0,55.39,North
2022-02-26,Electronics,558.72,,265.78,South
2022-02-27,Electronics,680.95,2.0,-76.65,South
2022-02-28,Home Decor,39.2,7.0,,North
2022-03-01,Groceries,472.11,10.0,310.34,Central
2022-03-02,Clothing,415.55,14.0,213.1,Central
2022-03-03,Furniture,543.84,13.0,372.82,North
2022-03-04,Groceries,410.96,11.0,-56.39,North
2022-03-05,Electronics,452.25,7.0,3.43,West
2022-03-06,Clothing,924.44,9.0,201.62,Central
2022-03-07,Furniture,142.82,7.0,-14.55,East
2022-03-08,Home Decor,287.96,10.0,-29.33,North
2022-03-09,Clothing,701.48,14.0,183.5,East
2022-03-10,Home Decor,549.27,,360.04,North
2022-03-11,Home Decor,,12.0,-73.83,West
2022-03-12,Clothing,,12.0,-26.59,West
2022-03-13,Electronics,882.55,4.0,-89.47,North
2022-03-14,Furniture,394.4,4.0,112.75,South
2022-03-15,Groceries,359.2,6.0,216.98,West
2022-03-16,Clothing,379.04,9.0,57.87,West
2022-03-17,Electronics,529.84,13.0,133.08,Central
2022-03-18,Home Decor,191.67,9.0,389.88,West
2022-03-19,Electronics,113.07,11.0,324.03,North
2022-03-20,Electronics,908.66,5.0,-80.86,Central
2022-03-21,Electronics,468.47,9.0,-69.84,East
2022-03-22,Home Decor,132.1,,97.84,South
2022-03-23,Home Decor,860.39,6.0,348.98,North
2022-03-24,Clothing,613.02,8.0,226.48,North
2022-03-25,Electronics,105.17,10.0,134.76,Central
2022-03-26,Home Decor,606.89,10.0,122.42,Central
2022-03-27,Home Decor,614.35,8.0,166.64,South
2022-03-28,Groceries,213.76,,119.98,West
2022-03-29,Groceries,556.48,9.0,-55.45,Central
2022-03-30,Electronics,217.22,10.0,68.04,Central
2022-03-31,Clothing,230.98,7.0,340.54,West
2022-04-01,Furniture,372.28,1.0,383.26,Central
2022-04-02,Clothing,33.37,6.0,298.19,North
2022-04-03,Electronics,269.05,6.0,69.48,East
2022-04-04,Groceries,530.18,3.0,-99.33,Central
